0.000000	0.000000	
0.030169	7.300782	CP
7.338493	11.818518	SP
11.848687	13.930315	CP and NP
13.930315	23.674747	NN
23.644578	34.723968	NL
34.754136	41.172489	ES
41.225284	42.333977	BLE
42.333977	44.619242	BB
44.619242	47.168483	MD
47.168483	50.132540	MN
50.124998	55.630753	WAB
55.630753	59.032253	LHS
59.032253	61.539242	GHS
